room,treatment,round,roundcomplete,player1action,player2action,player1jartype,player1bluecount,player2highbluecount,player2lowbluecount,player1earnings,player2earnings,player1name,player2name,player1_lastseen,player2_lastseen,player1_ready,player2_ready,drawn_ball,player1earnings_difference,player2earnings_difference,player1_quiz_finished,player2_quiz_finished,drawn_low,drawn_high,finish_code_player1,finish_code_player2
QvVeG,status_quo,1,,,,high_quality,97,90,54,500,500,,5966886dee2508000108b02c,,2021-08-03 13:38:54.482,false,false,,,,false,false,,,,5966886dee2508000108b02caYNVM
jPrsI,holistic,4,true,Offer,MixWithLowBlue,low_quality,47,92,9,540,550,5f5aa60bef062519ff711fe6,56f2a49ced0cf600069131cd,2021-07-14 20:32:12.666,2021-07-14 20:32:12.84,true,true,2 blue balls,16,20,true,true,blue,blue,5f5aa60bef062519ff711fe6t3GsW,56f2a49ced0cf600069131cd2F19f
OOmrh,status_quo,2,true,Offer,RejectOffer,low_quality,59,63,16,470,400,testing1,testing1,2021-07-29 19:06:03.173,2021-07-29 19:06:03.073,true,true,NA,-30,0,true,true,red,red,testing1qPNcH,testing1Q9jNK
2fIKr,holistic,3,true,Offer,MixWithLowBlue,low_quality,31,98,13,524,530,testing1,testing1,2021-07-29 18:35:20.751,2021-07-29 18:35:20.689,true,true,1 blue and 1 red,8,10,true,true,red,blue,testing171DsV,testing16nF7G
88Exc,status_quo,6,true,Offer,MixWithBothBlue,low_quality,67,58,23,530,175,5e92178e8ee4fe54b65b7c39,5da8b26395be5f0017360ad5,2021-08-03 15:07:59.836,2021-08-03 15:08:00.435,true,true,red ball,10,-200,true,true,red,red,5e92178e8ee4fe54b65b7c3984Xsq,5da8b26395be5f0017360ad55tjzQ
2fIKr,holistic,9,true,Offer,MixWithLowBlue,low_quality,60,98,21,500,500,testing1,testing1,2021-07-29 18:43:59.691,2021-07-29 18:44:00.476,true,true,1 blue and 1 red,8,10,true,true,red,blue,testing171DsV,testing16nF7G
epJwS,holistic,2,true,Offer,MixWithLowBlue,high_quality,83,80,40,540,550,5eb0c3f05aeb111911ad74de,54a7516dfdf99b7cd759d22b,2021-08-03 14:18:27.155,2021-08-03 14:18:28.048,true,true,1 blue and 1 red,8,10,true,true,blue,red,5eb0c3f05aeb111911ad74dee3gVd,54a7516dfdf99b7cd759d22bk4ttD
bhxBa,status_quo,7,true,Offer,RejectOffer,low_quality,18,67,48,480,500,5f2755111425fa5484311fc4,5e07d174da6bad1342bafab2,2021-08-03 15:27:15.744,2021-08-03 15:27:16.109,true,true,NA,-30,0,true,true,red,red,5f2755111425fa5484311fc4kyToV,5e07d174da6bad1342bafab26icrK
uU3SJ,status_quo,1,true,Offer,MixWithBothBlue,high_quality,74,70,43,510,550,5e04b9be7adf4bf23f066a2a,590208c89571f50001c666e3,2021-08-03 15:22:19.121,2021-08-03 15:22:19.587,true,true,blue ball,10,50,true,true,blue,blue,5e04b9be7adf4bf23f066a2a225j5,590208c89571f50001c666e3hrbow
mgbUf,status_quo,7,true,Offer,MixWithHighBlue,high_quality,79,50,36,500,500,5d1618630b1f87001715eca7,5f94a8e7fa8c422fc88940b0,2021-08-03 15:31:33.213,2021-08-03 15:31:33.874,true,true,red ball,0,-100,true,true,red,red,5d1618630b1f87001715eca7hlRXE,5f94a8e7fa8c422fc88940b0SCS7D
U9Lvf,status_quo,2,true,Offer,MixWithBothBlue,high_quality,81,83,53,510,450,5f9721cb09fc230a61d63733,5f5107258dac162ba31673d1,2021-08-03 15:40:26.657,2021-08-03 15:40:26.682,true,true,blue ball,10,50,true,true,blue,blue,5f9721cb09fc230a61d63733i5ScQ,5f5107258dac162ba31673d1hrFvU
U9Lvf,status_quo,8,true,Offer,MixWithBothBlue,high_quality,79,50,8,520,150,5f9721cb09fc230a61d63733,5f5107258dac162ba31673d1,2021-08-03 15:42:56.688,2021-08-03 15:42:57.518,true,true,red ball,10,-75,true,true,red,blue,5f9721cb09fc230a61d63733i5ScQ,5f5107258dac162ba31673d1hrFvU
COCyD,holistic,6,true,NoOffer,NA,low_quality,18,46,60,548,560,568c67547374ad000cc7448c,5c0039c2f3d17a00014480a5,2021-08-03 16:01:03.427,2021-08-03 16:01:03.357,true,true,2 blue balls,32,40,true,true,blue,blue,568c67547374ad000cc7448cQpFbY,5c0039c2f3d17a00014480a5HkqLU
nLS4j,holistic,7,true,Offer,MixWithBothBlue,high_quality,77,77,45,604,630,5dd33bd8f01cbe3350807cf6,5e3c79de24984505f37d3903,2021-08-03 16:11:41.063,2021-08-03 16:11:41.901,true,true,1 blue and 1 red,8,10,true,true,blue,red,5dd33bd8f01cbe3350807cf6uO5sx,5e3c79de24984505f37d39037KdPm
BgrWm,holistic,1,,,,high_quality,70,96,4,500,500,5e975c32ca82b62079dc8f7c,5dc1eb838a84461511b3cd73,2021-07-14 20:51:36.087,2021-07-14 20:06:06.385,false,false,,,,true,true,,,5e975c32ca82b62079dc8f7cagkej,5dc1eb838a84461511b3cd73ABtPF
uU3SJ,status_quo,10,true,NoOffer,NA,low_quality,17,82,36,470,325,5e04b9be7adf4bf23f066a2a,590208c89571f50001c666e3,2021-08-03 15:27:40.252,2021-08-03 15:27:17.878,false,true,NA,0,0,true,true,red,blue,5e04b9be7adf4bf23f066a2a225j5,590208c89571f50001c666e3hrbow
5YqDf,status_quo,1,true,Offer,MixWithLowBlue,low_quality,49,79,42,500,400,5eaa6339b2e5311e8e020396,5b23d0784fb0d40001e95407,2021-08-03 16:17:14.613,2021-08-03 16:17:14.934,true,true,red ball,0,-100,true,true,red,red,5eaa6339b2e5311e8e020396fJwRf,5b23d0784fb0d40001e95407QyR4w
COCyD,holistic,2,true,Offer,MixWithHighBlue,low_quality,2,60,32,492,490,568c67547374ad000cc7448c,5c0039c2f3d17a00014480a5,2021-08-03 15:59:50.072,2021-08-03 15:59:50.031,true,true,2 red balls,-16,-20,true,true,red,red,568c67547374ad000cc7448cQpFbY,5c0039c2f3d17a00014480a5HkqLU
88Exc,status_quo,7,true,NoOffer,NA,low_quality,16,92,7,530,175,5e92178e8ee4fe54b65b7c39,5da8b26395be5f0017360ad5,2021-08-03 15:08:18.859,2021-08-03 15:08:19.607,true,true,NA,0,0,true,true,red,blue,5e92178e8ee4fe54b65b7c3984Xsq,5da8b26395be5f0017360ad55tjzQ
scNFP,status_quo,4,true,Offer,MixWithHighBlue,high_quality,85,70,1,510,475,5a4ffbc076d1c60001aa9438,5e2c9026f4a3052be159c494,2021-08-03 14:52:00.555,2021-08-03 14:51:50.544,true,true,blue ball,0,25,true,true,red,blue,5a4ffbc076d1c60001aa9438kWFVe,5e2c9026f4a3052be159c494vlSoV
UstAN,status_quo,1,true,Offer,MixWithHighBlue,high_quality,87,96,34,500,525,5cce4682f2ba8e00017f3de2,572535bba34b2a001306827c,2021-08-03 13:26:27.375,2021-08-03 13:26:27.746,true,true,blue ball,0,25,true,true,red,blue,5cce4682f2ba8e00017f3de2YOe4J,572535bba34b2a001306827cg7EjT
xod8H,status_quo,1,true,Offer,MixWithHighBlue,high_quality,75,84,21,500,525,57c9c13079ad9b0001e416be,59c843b646f72100019067ce,2021-08-03 16:20:32.705,2021-08-03 16:20:33.059,true,true,blue ball,0,25,true,true,red,blue,57c9c13079ad9b0001e416beCcfgO,59c843b646f72100019067cecuX3G
bhxBa,status_quo,2,true,Offer,MixWithLowBlue,high_quality,97,71,55,500,550,5f2755111425fa5484311fc4,5e07d174da6bad1342bafab2,2021-08-03 15:24:49.417,2021-08-03 15:24:49.444,true,true,blue ball,0,25,true,true,blue,blue,5f2755111425fa5484311fc4kyToV,5e07d174da6bad1342bafab26icrK
J3cRl,holistic,4,true,Offer,RejectOffer,low_quality,46,74,45,508,510,5fbdcc31ba05ae2260106c9c,5faad9b22c3ef84fce4259aa,2021-08-03 15:02:32.679,2021-08-03 15:02:33.385,true,true,1 blue and 1 red,8,10,true,true,red,blue,5fbdcc31ba05ae2260106c9c156Cp,5faad9b22c3ef84fce4259aaRx1iY
6thqE,holistic,7,true,Offer,MixWithHighBlue,high_quality,92,69,29,628,660,5c5c78b67ba8710001f5cc17,5aa55cf8dbdb470001ef4cc5,2021-08-03 15:14:39.749,2021-08-03 15:14:39.974,true,true,2 blue balls,32,40,true,true,blue,blue,5c5c78b67ba8710001f5cc17IX6Sk,5aa55cf8dbdb470001ef4cc5m7edf
Vjzz2,holistic,1,,,,high_quality,77,70,10,500,500,,5c465d35b29ea800015b0f46,,2021-08-03 15:09:38.056,false,false,,,,false,false,,,,5c465d35b29ea800015b0f46aOXq3
epJwS,holistic,3,true,Offer,MixWithBothBlue,high_quality,82,68,19,548,560,5eb0c3f05aeb111911ad74de,54a7516dfdf99b7cd759d22b,2021-08-03 14:19:06.47,2021-08-03 14:19:07.339,true,true,1 blue and 1 red,8,10,true,true,red,blue,5eb0c3f05aeb111911ad74dee3gVd,54a7516dfdf99b7cd759d22bk4ttD
Tjfwv,holistic,9,true,Offer,MixWithHighBlue,high_quality,80,79,30,572,590,5f4c86be4598118a06c149da,5e8681d1fc96dd135df99ee6,2021-08-03 15:40:13.198,2021-08-03 15:40:13.571,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f4c86be4598118a06c149daRAuJT,5e8681d1fc96dd135df99ee6thxwS
gFM4h,status_quo,2,true,Offer,RejectOffer,low_quality,10,53,3,480,550,561c4dc1811d220005f31d9b,5ed65e4eeb466b0711c2df81,2021-08-03 13:39:57.874,2021-08-03 13:39:57.625,true,true,NA,-30,0,true,true,red,red,561c4dc1811d220005f31d9b6Qm5U,5ed65e4eeb466b0711c2df81RDAmo
U9Lvf,status_quo,9,true,Offer,MixWithBothBlue,low_quality,64,68,0,530,75,5f9721cb09fc230a61d63733,5f5107258dac162ba31673d1,2021-08-03 15:43:19.802,2021-08-03 15:43:20.025,true,true,red ball,10,-75,true,true,red,blue,5f9721cb09fc230a61d63733i5ScQ,5f5107258dac162ba31673d1hrFvU
Xjagc,holistic,8,true,Offer,MixWithBothBlue,high_quality,91,46,49,636,670,5a9416ba6475f900019fa690,5fcbe73d20448520732e0e2e,2021-08-03 15:37:25.237,2021-08-03 15:37:25.155,true,true,2 blue balls,32,40,true,true,blue,blue,5a9416ba6475f900019fa690Afqww,5fcbe73d20448520732e0e2ea3dfj
mgbUf,status_quo,8,true,NoOffer,NA,low_quality,1,72,31,500,500,5d1618630b1f87001715eca7,5f94a8e7fa8c422fc88940b0,2021-08-03 15:31:47.345,2021-08-03 15:31:48.028,true,true,NA,0,0,true,true,red,red,5d1618630b1f87001715eca7hlRXE,5f94a8e7fa8c422fc88940b0SCS7D
WHzeM,holistic,10,true,Offer,MixWithHighBlue,high_quality,85,80,52,604,630,5e992379f1bb6715d48226e0,5c6f1e080b99a000018cc53b,2021-08-03 16:15:44.599,2021-08-03 16:15:40.225,false,false,1 blue and 1 red,8,10,true,true,red,blue,5e992379f1bb6715d48226e00EJ0a,5c6f1e080b99a000018cc53bCdCON
MQeDl,status_quo,1,true,NoOffer,NA,low_quality,7,61,0,500,500,5840ab967985bf00016f4a10,5f6a545fdca6c40ffe5fd6fa,2021-08-03 16:23:34.727,2021-08-03 16:23:35.444,true,true,NA,0,0,true,true,red,blue,5840ab967985bf00016f4a10ygX5S,5f6a545fdca6c40ffe5fd6faMnhkT
6afDm,holistic,3,true,Offer,MixWithLowBlue,high_quality,90,84,6,548,560,582080a4cc5f08000103c98d,58adfc6e7cf56d0001f931a2,2021-08-03 16:17:28.122,2021-08-03 16:17:28.015,true,true,2 blue balls,32,40,true,true,blue,blue,582080a4cc5f08000103c98d8WYue,58adfc6e7cf56d0001f931a23pheD
COCyD,holistic,9,true,Offer,MixWithLowBlue,high_quality,72,81,49,548,560,568c67547374ad000cc7448c,5c0039c2f3d17a00014480a5,2021-08-03 16:02:04.786,2021-08-03 16:02:04.689,true,true,2 red balls,-16,-20,true,true,red,red,568c67547374ad000cc7448cQpFbY,5c0039c2f3d17a00014480a5HkqLU
QECAl,holistic,1,,,,low_quality,20,99,1,500,500,5d3a2d1da46f450019cdf5d3,5b7aefd06c1ccb000178b710,2021-08-03 15:41:27.546,2021-08-03 16:15:29.006,false,false,,,,false,true,,,5d3a2d1da46f450019cdf5d3scFRJ,5b7aefd06c1ccb000178b710Cu2C7
WHzeM,holistic,3,true,Offer,MixWithLowBlue,low_quality,51,84,57,572,590,5e992379f1bb6715d48226e0,5c6f1e080b99a000018cc53b,2021-08-03 16:13:13.024,2021-08-03 16:13:13.146,true,true,2 blue balls,32,40,true,true,blue,blue,5e992379f1bb6715d48226e00EJ0a,5c6f1e080b99a000018cc53bCdCON
0OIn7,holistic,1,true,Offer,MixWithLowBlue,low_quality,65,72,9,484,480,578e8bd7baec1b00016977c1,5ee142b292607215593aa9af,2021-08-03 16:33:03.428,2021-08-03 16:33:02.92,true,true,2 red balls,-16,-20,true,true,red,red,578e8bd7baec1b00016977c1GvknG,5ee142b292607215593aa9af6LBfX
6afDm,holistic,4,true,Offer,RejectOffer,low_quality,3,81,49,580,600,582080a4cc5f08000103c98d,58adfc6e7cf56d0001f931a2,2021-08-03 16:18:14.481,2021-08-03 16:18:15.302,true,true,2 blue balls,32,40,true,true,blue,blue,582080a4cc5f08000103c98d8WYue,58adfc6e7cf56d0001f931a23pheD
nS4EP,status_quo,1,,,,low_quality,54,92,49,500,500,5b02d381293d310001025a8d,56e225c2ec0fdd000641e72d,2021-08-03 16:53:45.648,2021-08-03 17:03:43.767,false,false,,,,true,true,,,5b02d381293d310001025a8dc4tEE,56e225c2ec0fdd000641e72d82duD
TJiZp,holistic,3,true,Offer,MixWithLowBlue,low_quality,16,55,31,524,530,5d9a1d25ada432001272773e,5aeaff98b128a70001b72de7,2021-08-03 16:17:10.19,2021-08-03 16:17:10.296,true,true,1 blue and 1 red,8,10,true,true,red,blue,5d9a1d25ada432001272773eN5m74,5aeaff98b128a70001b72de7hFkJX
PIsrP,holistic,10,true,Offer,MixWithHighBlue,high_quality,86,100,26,508,510,5d48fcc5643eb80001fb43fa,5bfc3bf2f553fa0001fee8f4,2021-08-03 17:56:30.207,2021-08-03 18:00:02.674,false,false,1 blue and 1 red,8,10,true,true,red,blue,5d48fcc5643eb80001fb43faeUZFb,5bfc3bf2f553fa0001fee8f4apJRt
hDkJ9,status_quo,1,,,,high_quality,88,65,56,500,500,,5ca937309ac82a0001312c88,,2021-08-05 06:50:19.701,false,false,,,,false,false,,,,5ca937309ac82a0001312c88mjdMH
6thqE,holistic,8,true,Offer,MixWithBothBlue,high_quality,76,75,17,660,700,5c5c78b67ba8710001f5cc17,5aa55cf8dbdb470001ef4cc5,2021-08-03 15:15:19.088,2021-08-03 15:15:19.322,true,true,2 blue balls,32,40,true,true,blue,blue,5c5c78b67ba8710001f5cc17IX6Sk,5aa55cf8dbdb470001ef4cc5m7edf
U9Lvf,status_quo,10,true,Offer,MixWithHighBlue,high_quality,83,63,8,530,100,5f9721cb09fc230a61d63733,5f5107258dac162ba31673d1,2021-08-03 15:43:47.06,2021-08-03 15:43:34.605,false,false,blue ball,0,25,true,true,red,blue,5f9721cb09fc230a61d63733i5ScQ,5f5107258dac162ba31673d1hrFvU
88Exc,status_quo,8,true,Offer,MixWithHighBlue,high_quality,98,94,24,530,200,5e92178e8ee4fe54b65b7c39,5da8b26395be5f0017360ad5,2021-08-03 15:08:47.089,2021-08-03 15:08:47.878,true,true,blue ball,0,25,true,true,red,blue,5e92178e8ee4fe54b65b7c3984Xsq,5da8b26395be5f0017360ad55tjzQ
epJwS,holistic,4,true,Offer,MixWithBothBlue,high_quality,96,88,43,556,570,5eb0c3f05aeb111911ad74de,54a7516dfdf99b7cd759d22b,2021-08-03 14:19:39.784,2021-08-03 14:19:40.641,true,true,1 blue and 1 red,8,10,true,true,red,blue,5eb0c3f05aeb111911ad74dee3gVd,54a7516dfdf99b7cd759d22bk4ttD
VKDHG,status_quo,3,true,NoOffer,NA,low_quality,70,56,25,510,550,5dbf9446a3f5cb419e9d28c8,59ff1c68df3fa800015c2d0a,2021-08-03 13:14:31.706,2021-08-03 13:14:00.291,true,true,NA,0,0,true,true,red,red,5dbf9446a3f5cb419e9d28c8mYsI0,59ff1c68df3fa800015c2d0aa2F5j
x0qCH,holistic,1,true,Offer,MixWithBothBlue,high_quality,77,43,23,508,510,test2,test,2021-07-27 01:49:56.702,2021-07-27 01:49:56.717,true,true,1 blue and 1 red,8,10,true,true,red,blue,test2k9VoI,testmHUW9
scNFP,status_quo,5,true,NoOffer,NA,low_quality,61,52,44,510,475,5a4ffbc076d1c60001aa9438,5e2c9026f4a3052be159c494,2021-08-03 14:52:29.187,2021-08-03 14:52:16.706,true,true,NA,0,0,true,true,blue,blue,5a4ffbc076d1c60001aa9438kWFVe,5e2c9026f4a3052be159c494vlSoV
Tjfwv,holistic,3,true,Offer,MixWithBothBlue,high_quality,74,53,33,524,530,5f4c86be4598118a06c149da,5e8681d1fc96dd135df99ee6,2021-08-03 15:37:55.954,2021-08-03 15:37:56.38,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f4c86be4598118a06c149daRAuJT,5e8681d1fc96dd135df99ee6thxwS
nLS4j,holistic,8,true,Offer,MixWithBothBlue,high_quality,88,87,39,636,670,5dd33bd8f01cbe3350807cf6,5e3c79de24984505f37d3903,2021-08-03 16:12:15.17,2021-08-03 16:12:15.936,true,true,2 blue balls,32,40,true,true,blue,blue,5dd33bd8f01cbe3350807cf6uO5sx,5e3c79de24984505f37d39037KdPm
Tjfwv,holistic,10,true,Offer,MixWithBothBlue,high_quality,92,75,41,580,600,5f4c86be4598118a06c149da,5e8681d1fc96dd135df99ee6,2021-08-03 15:40:39.532,2021-08-03 15:40:34.703,false,false,1 blue and 1 red,8,10,true,true,red,blue,5f4c86be4598118a06c149daRAuJT,5e8681d1fc96dd135df99ee6thxwS
mgbUf,status_quo,9,true,NoOffer,NA,low_quality,51,88,54,500,500,5d1618630b1f87001715eca7,5f94a8e7fa8c422fc88940b0,2021-08-03 15:31:59.43,2021-08-03 15:32:00.148,true,true,NA,0,0,true,true,blue,blue,5d1618630b1f87001715eca7hlRXE,5f94a8e7fa8c422fc88940b0SCS7D
gFM4h,status_quo,3,true,NoOffer,NA,low_quality,55,80,21,480,550,561c4dc1811d220005f31d9b,5ed65e4eeb466b0711c2df81,2021-08-03 13:40:16.89,2021-08-03 13:40:16.703,true,true,NA,0,0,true,true,red,blue,561c4dc1811d220005f31d9b6Qm5U,5ed65e4eeb466b0711c2df81RDAmo
J3cRl,holistic,5,true,NoOffer,NA,low_quality,62,40,17,516,520,5fbdcc31ba05ae2260106c9c,5faad9b22c3ef84fce4259aa,2021-08-03 15:02:45.723,2021-08-03 15:02:46.519,true,true,1 blue and 1 red,8,10,true,true,red,blue,5fbdcc31ba05ae2260106c9c156Cp,5faad9b22c3ef84fce4259aaRx1iY
nLS4j,holistic,3,true,Offer,MixWithBothBlue,high_quality,89,81,35,548,560,5dd33bd8f01cbe3350807cf6,5e3c79de24984505f37d3903,2021-08-03 16:10:11.803,2021-08-03 16:10:11.795,true,true,2 blue balls,32,40,true,true,blue,blue,5dd33bd8f01cbe3350807cf6uO5sx,5e3c79de24984505f37d39037KdPm
bhxBa,status_quo,3,true,Offer,MixWithBothBlue,high_quality,89,72,4,510,475,5f2755111425fa5484311fc4,5e07d174da6bad1342bafab2,2021-08-03 15:25:39.562,2021-08-03 15:25:39.632,true,true,red ball,10,-75,true,true,red,blue,5f2755111425fa5484311fc4kyToV,5e07d174da6bad1342bafab26icrK
bhxBa,status_quo,8,true,NoOffer,NA,low_quality,40,61,11,480,500,5f2755111425fa5484311fc4,5e07d174da6bad1342bafab2,2021-08-03 15:27:33.823,2021-08-03 15:27:34.183,true,true,NA,0,0,true,true,blue,blue,5f2755111425fa5484311fc4kyToV,5e07d174da6bad1342bafab26icrK
pbCyb,status_quo,1,true,Offer,MixWithLowBlue,low_quality,60,54,23,500,525,5fd80a7f7100cd12eb473a9f,5e72411d49bb4816bd49d0fc,2021-08-03 16:15:43.505,2021-08-03 16:15:43.254,true,true,blue ball,0,25,true,true,blue,blue,5fd80a7f7100cd12eb473a9feyVMb,5e72411d49bb4816bd49d0fc2Vx73
ahKVE,status_quo,1,,,,high_quality,76,87,8,500,500,5c02c3b20eb9aa00010dc4cc,5ddcbca2798297c203d13723,2021-08-03 16:20:37.231,2021-08-03 16:12:46.81,false,false,,,,true,true,,,5c02c3b20eb9aa00010dc4ccnzzQe,5ddcbca2798297c203d137235fuvu
JOHFQ,holistic,3,true,NoOffer,NA,high_quality,86,86,36,524,530,5ee04a3f7dfcae39390e6553,562be0d4733ea00011162e31,2021-08-03 15:59:23.033,2021-08-03 15:59:23.162,true,true,2 blue balls,32,40,true,true,blue,blue,5ee04a3f7dfcae39390e65539nzpZ,562be0d4733ea00011162e31552Pv
QShjg,status_quo,1,,,,low_quality,7,94,3,500,500,5f03579ef3d5b3546f323d47,5994ce3dc825cf0001d7dd2d,2021-08-03 16:12:04.505,2021-08-03 15:43:29.631,false,false,,,,true,false,,,5f03579ef3d5b3546f323d477fT6M,5994ce3dc825cf0001d7dd2daqz42
COCyD,holistic,10,true,NoOffer,NA,low_quality,0,56,34,532,540,568c67547374ad000cc7448c,5c0039c2f3d17a00014480a5,2021-08-03 16:02:26.927,2021-08-03 16:02:19.761,false,false,2 red balls,-16,-20,true,true,red,red,568c67547374ad000cc7448cQpFbY,5c0039c2f3d17a00014480a5HkqLU
C8q4x,status_quo,1,,Offer,,high_quality,78,48,28,500,500, 5ac50d5ea3ba7a0001b4a4be,5ddcbca2798297c203d13723,2021-08-03 16:00:24.788,2021-08-03 16:14:52.368,false,false,,,,true,true,,, 5ac50d5ea3ba7a0001b4a4be8aKjZ,5ddcbca2798297c203d13723AJU3X
uckSU,holistic,1,,,,high_quality,86,75,48,500,500,5e84b8443f064006f1b5215c,5eb9af967fbf4b0d17bbe946,2021-08-03 16:09:26.16,2021-08-03 16:16:33.369,false,false,,,,false,true,,,5e84b8443f064006f1b5215ctQjd5,5eb9af967fbf4b0d17bbe946E19P2
QucLb,status_quo,2,true,NoOffer,NA,high_quality,97,98,49,500,500,5dd309d351c6d23192626706,5ce83f6ffdd26c00193b9611,2021-08-03 16:17:47.015,2021-08-03 16:17:46.933,true,true,NA,0,0,true,true,blue,blue,5dd309d351c6d23192626706ylDbs,5ce83f6ffdd26c00193b9611fGcNm
pbCyb,status_quo,5,true,NoOffer,NA,low_quality,40,72,32,470,525,5fd80a7f7100cd12eb473a9f,5e72411d49bb4816bd49d0fc,2021-08-03 16:17:58.045,2021-08-03 16:17:58.534,true,true,NA,0,0,true,true,red,blue,5fd80a7f7100cd12eb473a9feyVMb,5e72411d49bb4816bd49d0fc2Vx73
joiMb,status_quo,2,true,Offer,MixWithHighBlue,high_quality,74,83,10,510,575,5e1fa30b3285b12ce6e39fb7,5fa72bd37c4aad4731291cd3,2021-08-03 16:17:42.89,2021-08-03 16:17:43.113,true,true,blue ball,0,25,true,true,red,blue,5e1fa30b3285b12ce6e39fb7gerPr,5fa72bd37c4aad4731291cd3wkuPA
D7ali,holistic,1,true,Offer,MixWithHighBlue,low_quality,60,50,19,484,480,5b7aefd06c1ccb000178b710,58a477c660cd820001e9a5d6,2021-08-03 16:23:29.897,2021-08-03 16:23:30.62,true,true,2 red balls,-16,-20,true,true,red,red,5b7aefd06c1ccb000178b71085WE2,58a477c660cd820001e9a5d657lP0
uCm9p,holistic,1,true,Offer,MixWithHighBlue,low_quality,33,74,54,532,540,5d33eba92fd5a40016e58abb,5e952145d04298128b30bfcd,2021-08-03 16:28:46.766,2021-08-03 16:28:46.659,true,true,2 blue balls,32,40,true,true,blue,blue,5d33eba92fd5a40016e58abbh6R1x,5e952145d04298128b30bfcdZ6XMa
O2Elx,status_quo,1,,,,low_quality,56,88,34,500,500,5e716677038618090d4fe3e8,5ddcbca2798297c203d13723,2021-08-03 16:28:16.108,2021-08-03 16:23:24.942,false,false,,,,true,true,,,5e716677038618090d4fe3e8bDaFy,5ddcbca2798297c203d13723W1GlC
88Exc,status_quo,9,true,Offer,MixWithHighBlue,high_quality,82,42,48,530,100,5e92178e8ee4fe54b65b7c39,5da8b26395be5f0017360ad5,2021-08-03 15:09:29.382,2021-08-03 15:09:29.308,true,true,red ball,0,-100,true,true,red,red,5e92178e8ee4fe54b65b7c3984Xsq,5da8b26395be5f0017360ad55tjzQ
2fIKr,holistic,8,true,Offer,MixWithLowBlue,low_quality,30,82,17,492,490,testing1,testing1,2021-07-29 18:40:59.162,2021-07-29 18:40:59.186,true,true,1 blue and 1 red,8,10,true,true,red,blue,testing171DsV,testing16nF7G
JOHFQ,holistic,9,true,NoOffer,NA,low_quality,9,80,1,620,650,5ee04a3f7dfcae39390e6553,562be0d4733ea00011162e31,2021-08-03 16:02:41.234,2021-08-03 16:02:42.102,true,true,1 blue and 1 red,8,10,true,true,red,blue,5ee04a3f7dfcae39390e65539nzpZ,562be0d4733ea00011162e31552Pv
bhxBa,status_quo,9,true,Offer,RejectOffer,low_quality,65,68,33,450,500,5f2755111425fa5484311fc4,5e07d174da6bad1342bafab2,2021-08-03 15:27:52.832,2021-08-03 15:27:53.253,true,true,NA,-30,0,true,true,blue,red,5f2755111425fa5484311fc4kyToV,5e07d174da6bad1342bafab26icrK
Xjagc,holistic,9,true,Offer,RejectOffer,low_quality,52,61,58,644,680,5a9416ba6475f900019fa690,5fcbe73d20448520732e0e2e,2021-08-03 15:37:39.31,2021-08-03 15:37:40.188,true,true,1 blue and 1 red,8,10,true,true,red,blue,5a9416ba6475f900019fa690Afqww,5fcbe73d20448520732e0e2ea3dfj
J3cRl,holistic,6,true,Offer,MixWithLowBlue,low_quality,59,55,5,500,500,5fbdcc31ba05ae2260106c9c,5faad9b22c3ef84fce4259aa,2021-08-03 15:03:32.875,2021-08-03 15:03:32.9,true,true,2 red balls,-16,-20,true,true,red,red,5fbdcc31ba05ae2260106c9c156Cp,5faad9b22c3ef84fce4259aaRx1iY
gFM4h,status_quo,4,true,NoOffer,NA,low_quality,39,66,60,480,550,561c4dc1811d220005f31d9b,5ed65e4eeb466b0711c2df81,2021-08-03 13:40:34.911,2021-08-03 13:40:34.709,true,true,NA,0,0,true,true,blue,blue,561c4dc1811d220005f31d9b6Qm5U,5ed65e4eeb466b0711c2df81RDAmo
mgbUf,status_quo,10,true,Offer,MixWithHighBlue,high_quality,71,90,55,500,525,5d1618630b1f87001715eca7,5f94a8e7fa8c422fc88940b0,2021-08-03 15:32:32.778,2021-08-03 15:32:15.471,false,false,blue ball,0,25,true,true,blue,blue,5d1618630b1f87001715eca7hlRXE,5f94a8e7fa8c422fc88940b0SCS7D
2fIKr,holistic,5,true,Offer,MixWithLowBlue,high_quality,64,92,23,516,520,testing1,testing1,2021-07-29 18:36:36.101,2021-07-29 18:36:36.784,true,true,1 blue and 1 red,8,10,true,true,red,blue,testing171DsV,testing16nF7G
6thqE,holistic,9,true,Offer,MixWithBothBlue,high_quality,93,74,43,692,740,5c5c78b67ba8710001f5cc17,5aa55cf8dbdb470001ef4cc5,2021-08-03 15:15:39.236,2021-08-03 15:15:39.496,true,true,2 blue balls,32,40,true,true,blue,blue,5c5c78b67ba8710001f5cc17IX6Sk,5aa55cf8dbdb470001ef4cc5m7edf
VKDHG,status_quo,4,true,Offer,MixWithHighBlue,high_quality,100,49,25,510,575,5dbf9446a3f5cb419e9d28c8,59ff1c68df3fa800015c2d0a,2021-08-03 13:15:46.023,2021-08-03 13:15:18.485,true,true,blue ball,0,25,true,true,red,blue,5dbf9446a3f5cb419e9d28c8mYsI0,59ff1c68df3fa800015c2d0aa2F5j
